0.000000000	0.046439909	N
0.046439909	3.854512471	B
3.854512471	6.919546485	E/5
6.919546485	10.309659863	B/5
10.309659863	13.560453514	F#:7
13.560453514	16.811247165	B
16.811247165	20.015600907	F#
20.015600907	23.219954648	F#:dim
23.219954648	26.470748299	E
26.470748299	30.093061224	E:min
30.093061224	31.021859410	Eb:aug
31.021859410	33.018775510	B
33.018775510	34.365532879	C#:min7
34.365532879	39.427482993	F#:7
39.427482993	42.678276643	B
42.678276643	45.882630385	F#
45.882630385	49.133424036	B:7
49.133424036	52.337777777	E
52.337777777	55.588571428	E:min6
55.588571428	57.213968253	B
57.213968253	58.003446712	Eb:min
58.003446712	58.792925170	Ab:min7
58.792925170	65.294512471	F#:7
65.294512471	66.827029478	D
66.827029478	68.359546485	G
68.359546485	70.077823129	C
70.077823129	71.610340136	F#
71.610340136	74.861133786	B
74.861133786	78.111927437	F#
78.111927437	79.783764172	F#:dim
79.783764172	81.316281179	B:7
81.316281179	84.567074829	E
84.567074829	87.864308390	E:min
87.864308390	91.115102040	B
91.115102040	97.477369614	F#:7
97.477369614	100.635283446	B
100.635283446	104.025396825	F#
104.025396825	107.183310657	F#:dim
107.183310657	110.434104308	E
110.434104308	112.802539682	E:min
112.802539682	113.777777777	E:min6
113.777777777	115.356734693	B
115.356734693	116.192653061	Eb:min
116.192653061	116.889251700	B:maj6
116.889251700	117.446530612	F#:7
117.446530612	120.093605442	C#:min7
120.093605442	126.734512471	F#:7
126.734512471	129.706666666	B
129.706666666	132.957460317	F#
132.957460317	136.208253968	F#:hdim7
136.208253968	139.459047619	E
139.459047619	142.756281179	E:min
142.756281179	148.282630385	B
148.282630385	149.282630385	N
