0.000000000	0.046439909	N
0.046439909	1.532517006	Ab/2
1.532517006	2.925714285	Eb
2.925714285	4.040272108	F#
4.040272108	6.687346938	C#
6.687346938	9.845260770	Ab/2
9.845260770	12.817414965	Eb
12.817414965	17.414965986	E
17.414965986	24.380952380	Eb
24.380952380	25.959909297	E
25.959909297	26.331428571	Eb
26.331428571	32.554376417	D
32.554376417	35.015691609	G/5
35.015691609	37.523446712	D
37.523446712	39.891882086	Eb:maj7
39.891882086	41.795918367	D
41.795918367	45.882630385	G
45.882630385	55.263492063	D
55.263492063	58.328526077	Eb
58.328526077	59.164444444	C#
59.164444444	60.000362811	Bb
60.000362811	60.789841269	Ab
60.789841269	61.625759637	F#
61.625759637	62.461678004	Eb
62.461678004	65.805351473	Bb:7
65.805351473	74.489614512	Eb:min6
74.489614512	76.022131519	Eb/2
76.022131519	80.944761904	Ab:7
80.944761904	85.170793650	Eb
85.170793650	86.610430839	Bb:7
86.610430839	87.307029478	G:hdim7/b7
87.307029478	87.957188208	Bb:7
87.957188208	92.508299319	Ab:7
92.508299319	92.833378684	Eb
92.833378684	93.390657596	C#
93.390657596	93.994376417	Bb
93.994376417	94.551655328	Ab
94.551655328	95.201814058	F#
95.201814058	95.759092970	Eb
95.759092970	97.152290249	Bb
97.152290249	100.635283446	Eb
100.635283446	102.307120181	Eb:min6
102.307120181	105.511473922	Eb:maj6
105.511473922	105.929433106	F:aug
105.929433106	106.626031746	Eb/3
106.626031746	111.455782312	Ab:7
111.455782312	116.006893424	Eb
116.006893424	118.514648526	Bb:7
118.514648526	123.437278911	Ab:7
123.437278911	123.948117913	C#
123.948117913	124.551836734	Bb:min
124.551836734	125.155555555	Ab
125.155555555	125.712834467	F#
125.712834467	126.270113378	Ab/5
126.270113378	127.709750566	Bb:7
127.709750566	136.394013605	Eb:min6
136.394013605	139.691247165	Ab
139.691247165	141.223764172	Ab:7
141.223764172	145.728435374	Eb:maj6
145.728435374	148.654149659	Bb:7
148.654149659	153.530340136	Ab
153.530340136	154.691337868	Bb:min7
154.691337868	155.248616780	Ab
155.248616780	155.852335600	F#
155.852335600	156.363174603	Eb:dim
156.363174603	157.802811791	Bb:7
157.802811791	161.192925170	Eb
161.192925170	163.793560090	Eb:maj6
163.793560090	164.304399092	Bb:maj7
164.304399092	165.697596371	Eb:maj6
165.697596371	166.161995464	F:min7
166.161995464	166.858594104	Ab:min7
166.858594104	167.276553287	Eb/3
167.276553287	171.549024943	Ab
171.549024943	176.610975056	Eb
176.610975056	178.932970521	Bb:min7
178.932970521	183.809160997	Ab:7
183.809160997	184.970158730	C#:maj6
184.970158730	185.480997732	Ab
185.480997732	185.852517006	F#
185.852517006	186.595555555	Eb:dim
186.595555555	188.081632653	Bb:7
188.081632653	195.047619047	Eb
195.047619047	195.976417233	Eb:min7
195.976417233	196.440816326	F:hdim7
196.440816326	200.481088435	Ab:7
200.481088435	201.084807256	C#
201.084807256	202.060045351	D:hdim7
202.060045351	204.335600907	Eb:min
204.335600907	205.682358276	Eb
205.682358276	206.611156462	Eb:min7
206.611156462	208.933151927	Bb:min7
208.933151927	215.527619047	Ab:7
215.527619047	216.527619047	N
