0.000000000	0.835918367	N
0.835918367	1.393197278	A
1.393197278	2.136235827	G/2
2.136235827	2.739954648	A:min
2.739954648	3.668752834	D:min7
3.668752834	4.876190476	A:min7
4.876190476	6.130068027	E:min7
6.130068027	7.430385487	F
7.430385487	13.188934240	A:min7
13.188934240	14.953650793	F:maj7
14.953650793	15.975328798	D/5
15.975328798	16.346848072	E:min7
16.346848072	17.554285714	A:min
17.554285714	18.343764172	G/3
18.343764172	19.551201814	A:min7
19.551201814	20.480000000	E:min7
20.480000000	20.990839002	A:min
20.990839002	21.966077097	G:maj6
21.966077097	24.659591836	A:min
24.659591836	25.402630385	B:min7
25.402630385	26.702947845	A:min7
26.702947845	27.678185941	E:min7
27.678185941	28.142585034	A:min
28.142585034	31.068299319	E:min7
31.068299319	31.764897959	A:min
31.764897959	32.554376417	G/3
32.554376417	33.854693877	A:min
33.854693877	36.455328798	E:min7
36.455328798	37.337687074	A:min
37.337687074	38.220045351	E:min7
38.220045351	38.963083900	A:min
38.963083900	39.659682539	G/3
39.659682539	42.399637188	A:min7
42.399637188	43.699954648	E:min7
43.699954648	45.511111111	A:7
45.511111111	46.579229024	F
46.579229024	49.086984126	A:min7
49.086984126	50.340861678	F
50.340861678	56.378049886	A:min7
56.378049886	57.492607709	F
57.492607709	59.071564625	A:min7
59.071564625	59.814603174	E:min7
59.814603174	60.557641723	A:min
60.557641723	61.486439909	G/3
61.486439909	62.554557823	A:min
62.554557823	63.390476190	E:min7
63.390476190	67.662947845	A:min7
67.662947845	68.405986394	G/3
68.405986394	71.238820861	A:min7
71.238820861	71.842539682	G:maj6
71.842539682	73.282176870	A:min
73.282176870	74.118095238	E:min7
74.118095238	74.907573696	A:min
74.907573696	75.929251700	E:min
75.929251700	78.204807256	A:min
78.204807256	81.084081632	E:min7
81.084081632	82.198639455	A:min7
82.198639455	82.988117913	B:aug
82.988117913	89.536145124	A:min7
89.536145124	90.232743764	G/3
90.232743764	91.579501133	A:min7
91.579501133	92.461859410	E:min7
92.461859410	93.158458049	A:min7
93.158458049	94.087256235	G:maj6
94.087256235	96.130612244	A:7
96.130612244	97.059410430	D:min7
97.059410430	99.660045351	A:min7
99.660045351	101.006802721	F:maj7
101.006802721	103.375238095	A:min7
103.375238095	104.489795918	F
104.489795918	106.579591836	A:min7
106.579591836	108.297868480	F:maj7
108.297868480	110.759183673	A:min7
110.759183673	111.734421768	F
111.734421768	114.335056689	A:min7
114.335056689	115.542494331	F
115.542494331	118.096689342	A:min7
118.096689342	119.118367346	F
119.118367346	121.161723356	A:min7
121.161723356	123.297959183	F:maj7
123.297959183	127.059591836	E
127.059591836	130.635464852	G
130.635464852	134.118458049	F:maj7
134.118458049	137.787210884	C
137.787210884	140.248526077	E
140.248526077	141.409523809	E:7
141.409523809	144.985396825	F
144.985396825	148.607709750	C
148.607709750	152.137142857	E
152.137142857	154.134058956	A:min7
154.134058956	155.434376417	F
155.434376417	157.524172335	A:min7
157.524172335	158.963809523	F
158.963809523	161.146485260	A:min7
161.146485260	162.307482993	F
162.307482993	164.675918367	A:min7
164.675918367	166.301315192	F:maj7
166.301315192	171.595464852	A:min7
171.595464852	172.942222222	F:maj7
172.942222222	179.025850340	A:min7
179.025850340	180.233287981	F:maj7
180.233287981	181.440725623	A:min7
181.440725623	186.641995464	N
186.641995464	187.524353741	B
187.524353741	187.895873015	C
187.895873015	190.450068027	F:7/3
190.450068027	191.332426303	B
191.332426303	192.168344671	A:min7
192.168344671	194.118820861	F:hdim7/b7
194.118820861	194.908299319	B
194.908299319	197.834013605	A:min
197.834013605	198.623492063	B
198.623492063	201.456326530	A:min7
201.456326530	202.338684807	B:7
202.338684807	205.217959183	A:min
205.217959183	206.007437641	B
206.007437641	208.886712018	A:min7
208.886712018	209.583310657	B:aug
209.583310657	211.719546485	A:min7
211.719546485	213.205623582	F:maj7
213.205623582	214.784580498	A:min
214.784580498	215.388299319	Eb:7/3
215.388299319	216.688616780	F:maj7
216.688616780	218.824852607	A:min
218.824852607	220.775328798	F:maj7
220.775328798	222.586485260	E
222.586485260	224.211882086	F:maj7
224.211882086	226.162358276	E
226.162358276	227.741315192	G:maj6
227.741315192	229.784671201	A:min7
229.784671201	230.713469387	F
230.713469387	233.081904761	A:min7
233.081904761	234.660861678	F
234.660861678	236.889977324	A:min7
236.889977324	238.004535147	D:min7
238.004535147	240.558730158	A:min7
240.558730158	241.580408163	F
241.580408163	244.134603174	A:min7
244.134603174	245.295600907	F
245.295600907	247.756916099	A:min7
247.756916099	248.917913832	F
248.917913832	251.193469387	A:min7
251.193469387	252.725986394	D:min7
252.725986394	254.769342403	A:min7
254.769342403	256.301859410	F
256.301859410	256.859138321	E:min
256.859138321	258.577414965	E
258.577414965	260.202811791	F
260.202811791	262.153287981	E
262.153287981	263.639365079	G:maj6
263.639365079	269.258594104	A:min7
269.258594104	270.605351473	F:maj7
270.605351473	275.110022675	A:min7
275.110022675	276.642539682	A/b7
276.642539682	290.110113378	N
290.110113378	291.317551020	A:min
291.317551020	292.31755102	N
