0.000	0.345	N
0.345	7.910	F:maj
7.910	10.225	Bb:maj
10.225	13.180	F:maj
13.180	13.515	D:min
13.515	15.215	G:min7
15.215	18.625	F:maj
18.625	19.940	Bb:maj
19.940	22.920	F:maj
22.920	26.550	G:min
26.550	28.850	F:maj
28.850	31.820	G:min
31.820	33.465	F:maj
33.465	34.450	D:min
34.450	37.055	G:min
37.055	39.005	F:maj
39.005	39.655	D:min
39.655	42.255	G:min
42.255	44.200	F:maj
44.200	44.845	D:min
44.845	47.420	G:min
47.420	49.355	F:maj
49.355	50.970	D:min
50.970	52.585	Bb:maj
52.585	55.155	F:maj
55.155	57.720	Eb:maj
57.720	58.685	Bb:maj
58.685	60.295	Eb:maj
60.295	61.255	Bb:7
61.255	62.210	Eb:maj
62.210	62.840	Bb:maj
62.840	65.340	F:maj
65.340	67.865	Eb:maj
67.865	68.815	Bb:maj
68.815	70.405	Eb:maj
70.405	71.995	Bb:maj
71.995	72.955	C:maj
72.955	75.495	F:maj
75.495	78.000	G:min
78.000	80.175	F:maj7
80.175	81.110	A:min7
81.110	83.935	Bb:maj7
83.935	85.520	D:min7
85.520	87.115	A:min7
87.115	89.025	Bb:maj7
89.025	90.615	D:min7
90.615	92.200	A:min7
92.200	95.685	Bb:maj7
95.685	96.325	F:maj
96.325	98.235	C:maj
98.235	100.785	G:min7
100.785	101.735	F:maj
101.735	103.320	C:maj
103.320	105.845	G:min7
105.845	107.750	F:maj7
107.750	108.385	D:min7
108.385	110.920	G:min7
110.920	111.555	F:maj
111.555	112.510	C:maj
112.510	113.465	F:maj
113.465	116.010	G:min
116.010	118.555	F:maj7
118.555	119.830	G:min
119.830	121.105	Bb:maj
121.105	123.625	F:maj
123.625	126.120	Eb:maj
126.120	129.620	Bb:maj
129.620	130.565	Eb:maj
130.565	131.195	Bb:maj
131.195	133.680	F:maj
133.680	136.175	Eb:maj
136.175	137.120	Bb:maj
137.120	138.690	Eb:maj
138.690	140.255	Bb:maj
140.255	141.200	C:maj
141.200	143.715	F:maj
143.715	146.205	G:min
146.205	149.285	F:maj7
149.285	152.080	Bb:maj7
152.080	152.710	A:min7
152.710	153.655	D:maj
153.655	155.230	A:min
155.230	157.115	Bb:maj7
157.115	157.740	A:min7
157.740	158.680	D:7
158.680	160.245	A:min7
160.245	162.130	Bb:maj7
162.130	163.715	G:min7
163.715	168.110	D:min7
168.110	171.205	G:7
171.205	173.075	D:min
173.075	173.700	G:min
173.700	180.855	D:min
180.855	183.650	G:min
183.650	188.265	D:min7
188.265	191.955	G:7
191.955	193.490	D:min
193.490	193.795	Bb:7
193.795	195.960	Eb:min
195.960	198.450	Gb:maj7
198.450	200.915	Ab:min
200.915	203.365	Gb:maj7
203.365	205.805	Ab:min7
205.805	208.855	Gb:maj7
208.855	211.625	B:maj7
211.625	212.250	Bb:min7
212.250	213.190	Eb:7
213.190	214.755	Bb:min7
214.755	216.620	B:maj7
216.620	219.705	Bb:min7
219.705	220.635	B:maj7
220.635	223.105	Ab:min7
223.105	225.570	Gb:maj7
225.570	228.030	Ab:min7
228.030	230.480	Gb:maj7
230.480	233.230	Ab:min7
233.230	235.060	Gb:maj
235.060	235.965	Bb:min
235.965	239.107	N
