0.000	2.570	F:7
2.570	4.590	G:maj
4.590	4.720	F:maj
4.720	6.495	F:7
6.495	10.805	G:maj
10.805	12.695	F:7
12.695	13.815	G:min
13.815	14.310	Gb:maj
14.310	14.805	D:maj
14.805	15.915	C:maj
15.915	17.145	C:min
17.145	17.765	G:7
17.765	18.630	D:7
18.630	18.755	G:min
18.755	21.220	C:min
21.220	21.835	G:min
21.835	22.700	D:7
22.700	23.940	C:7
23.940	25.185	F:7
25.185	26.555	C:7
26.555	28.550	F:maj
28.550	30.550	Bb:maj
30.550	32.545	F:maj
32.545	34.545	Bb:maj
34.545	36.550	Eb:maj
36.550	39.055	Ab:maj
39.055	40.560	F:7
40.560	42.565	G:min
42.565	44.310	C:min
44.310	44.435	Ab:maj
44.435	46.415	Eb:min
46.415	46.540	F:maj
46.540	50.415	G:maj
50.415	50.540	F:maj
50.540	52.555	F:7
52.555	54.555	G:min
54.555	56.780	C:min7
56.780	57.030	C:min
57.030	57.650	G:7
57.650	58.520	D:7
58.520	58.645	C:7
58.645	60.635	F:7
60.635	62.625	G:min
62.625	65.000	C:min7
65.000	65.370	F:maj
65.370	66.495	C:7
66.495	68.495	F:maj
68.495	70.490	Bb:maj
70.490	72.490	F:maj
72.490	74.490	Bb:maj
74.490	76.485	Eb:maj
76.485	79.105	Ab:maj
79.105	80.490	F:7
80.490	80.740	Bb:maj
80.740	82.635	G:min
82.635	83.890	C:min
83.890	84.640	F:7
84.640	84.765	Bb:7
84.765	86.145	Eb:min
86.145	86.520	F:7
86.520	90.835	G:maj
90.835	91.605	C:min
91.605	91.985	F:7
91.985	92.625	C:min
92.625	94.150	G:min
94.150	94.660	Eb:maj7
94.660	95.300	F:7
95.300	95.685	A:dim
95.685	96.455	D:7
96.455	98.380	Eb:maj7
98.380	98.765	Bb:7
98.765	99.910	Eb:maj
99.910	100.420	C:min7
100.420	100.805	D:sus4
100.805	101.830	D:7
101.830	102.850	G:min
102.850	103.870	C:min7
103.870	104.995	D:7
104.995	109.345	G:maj
109.345	110.595	D:min7
110.595	110.970	G:7
110.970	112.850	D:7
112.850	115.745	A:min
115.745	119.615	Gb:7
119.615	123.615	N
123.615	127.275	Gb:min7
127.275	132.640	N
132.640	141.405	G:maj
141.405	142.400	G:7
142.400	143.285	F:7
143.285	147.190	C:7
147.190	150.595	G:maj
150.595	151.720	G:7
151.720	155.760	C:7
155.760	156.165	C:maj
156.165	159.985	G:maj
159.985	160.610	F:maj
160.610	164.115	C:maj
164.115	164.620	E:min
164.620	165.855	C:maj
165.855	168.465	A:min7
168.465	172.500	C:7
172.500	174.500	F:maj
174.500	176.500	Bb:maj
176.500	178.500	F:maj
178.500	180.500	Bb:maj
180.500	182.500	Eb:maj
182.500	185.000	Ab:maj
185.000	186.530	F:7
186.530	186.795	Bb:maj
186.795	188.615	G:min
188.615	189.255	F:7
189.255	190.635	C:min
190.635	191.625	G:min
191.625	192.620	C:7
192.620	194.620	F:maj
194.620	196.125	Bb:maj
196.125	198.650	F:maj
198.650	200.665	Bb:maj
200.665	202.680	Eb:maj
202.680	203.690	Ab:maj
203.690	205.225	Ab:maj7
205.225	206.760	F:7
206.760	207.400	Bb:maj
207.400	208.815	G:min
208.815	210.635	C:min
210.635	210.895	F:7
210.895	211.805	Bb:7
211.805	212.455	Eb:min
212.455	212.975	N
212.975	217.350	G:maj
217.350	219.340	C:min
219.340	220.790	G:maj
220.790	221.695	G:7
221.695	224.455	C:min
224.455	227.490	G:maj
227.490	230.307	N
