0.000	4.215	F:7
4.215	8.015	C:7
8.015	11.815	D:7
11.815	15.585	G:maj
15.585	17.925	C:maj
17.925	23.545	C:7
23.545	26.380	F:7
26.380	30.600	C:7
30.600	32.925	G:min
32.925	33.855	Eb:maj7
33.855	45.575	C:7
45.575	49.325	F:7
49.325	53.065	C:7
53.065	55.405	G:min
55.405	56.335	Eb:maj7
56.335	60.540	C:7
60.540	64.330	F:7
64.330	68.125	C:7
68.125	71.875	D:7
71.875	75.130	G:maj
75.130	76.055	C:maj
76.055	83.025	C:7
83.025	86.290	F:7
86.290	90.010	C:7
90.010	94.200	G:7
94.200	97.940	C:maj
97.940	98.415	F:maj
98.415	101.740	Eb:maj
101.740	105.050	C:7
105.050	109.300	D:7
109.300	113.045	G:min
113.045	120.480	C:7
120.480	123.740	F:7
123.740	127.935	C:7
127.935	130.265	G:min
130.265	132.585	Eb:maj
132.585	137.067	N
