  0.000	  8.870	N
  8.870	 18.390	G:maj
 18.390	 21.780	G:min
 21.780	 25.170	C:maj
 25.170	 28.370	G:maj
 28.370	 30.190	A:maj
 30.190	 30.700	D:maj
 30.700	 32.280	G:maj
 32.280	 32.830	D:maj
 32.830	 37.940	G:maj
 37.940	 41.290	C:maj
 41.290	 52.660	G:maj
 52.660	 54.380	D:maj
 54.380	 60.700	G:maj
 60.700	 62.460	D:maj
 62.460	 70.450	G:maj
 70.450	 73.510	C:maj
 73.510	 74.350	F:maj
 74.350	 76.300	G:maj
 76.300	 78.620	N
 78.620	 79.320	D:maj
 79.320	 80.530	G:maj
 80.530	 81.040	D:maj
 81.040	 86.050	G:maj
 86.050	 90.280	C:maj
 90.280	 95.020	G:maj
 95.020	 96.220	A:min
 96.220	100.310	G:maj
100.310	102.120	D:maj
102.120	108.300	G:maj
108.300	109.780	D:maj
109.780	118.100	G:maj
118.100	121.440	C:maj
121.440	123.670	G:maj
123.670	125.620	A:maj
125.620	128.820	D:maj
128.820	133.420	G:maj
133.420	137.090	C:maj
137.090	139.370	G:maj
139.370	140.900	D:maj
140.900	147.350	G:maj
147.350	148.890	D:maj
148.890	154.920	G:maj
154.920	156.640	D:maj
156.640	162.310	G:maj
162.310	164.540	D:maj
164.540	180.140	G:maj
180.140	182.280	N
