  0.000	  2.600	N
  2.600	  6.320	C:maj
  6.320	 10.310	A:min
 10.310	 13.140	D:min
 13.140	 15.560	G:maj
 15.560	 16.580	E:min7
 16.580	 17.510	G:maj
 17.510	 18.480	A#:maj
 18.480	 19.410	A:maj
 19.410	 20.290	G#:maj
 20.290	 21.320	G:maj
 21.320	 22.200	F:maj
 22.200	 23.030	E:min
 23.030	 24.200	D:min
 24.200	 25.030	G:min
 25.030	 25.960	A#:maj
 25.960	 26.840	A:maj
 26.840	 27.770	G#:maj
 27.770	 28.890	G:min
 28.890	 29.720	D:min
 29.720	 32.370	E:min
 32.370	 35.620	C:maj
 35.620	 39.980	A:min
 39.980	 43.610	D:min
 43.610	 46.390	E:min
 46.390	 47.420	G:maj
 47.420	 50.810	C:maj
 50.810	 54.890	A:min
 54.890	 58.100	D:min
 58.100	 58.470	A:min
 58.470	 60.000	G:maj
 60.000	 60.460	F:maj
 60.460	 61.390	E:min
 61.390	 62.320	G:maj
 62.320	 65.710	C:maj
 65.710	 69.290	A:min
 69.290	 69.610	E:min
 69.610	 73.000	D:min
 73.000	 74.950	G:maj
 74.950	 75.330	F:maj
 75.330	 76.300	E:min
 76.300	 77.140	G:maj
 77.140	 80.670	C:maj
 80.670	 84.750	A:min
 84.750	 88.420	D:min
 88.420	 92.180	G:maj
 92.180	 93.070	A#:maj
 93.070	 93.990	A:min
 93.990	 94.880	G#:maj
 94.880	 95.850	G:maj
 95.850	 96.830	F:maj
 96.830	 97.660	E:min
 97.660	 98.730	D:min
 98.730	 99.610	G:maj
 99.610	100.500	A#:maj
100.500	101.420	A:maj
101.420	102.350	G#:maj
102.350	103.420	G:maj
103.420	104.210	F:maj
104.210	105.140	E:min
105.140	106.950	D:min
106.950	110.850	C:maj
110.850	114.800	A:min
114.800	118.330	D:min
118.330	122.040	E:min
122.040	125.200	C:maj
125.200	125.810	E:min
125.810	129.570	A:min
129.570	133.280	D:min
133.280	134.580	G:maj
134.580	137.230	N
137.230	140.160	C:maj
140.160	144.380	A:min
144.380	147.910	D:min
147.910	150.980	E:min
150.980	151.860	G:maj
151.860	155.160	C:maj
155.160	159.340	A:min
159.340	162.770	D:min
162.770	166.950	G:maj
166.950	167.790	A#:maj
167.790	168.810	A:maj
168.810	169.740	G#:maj
169.740	170.570	G:min
170.570	171.550	F:maj
171.550	173.410	D:min
173.410	174.340	G:maj
174.340	175.260	A#:maj
175.260	176.290	A:maj
176.290	177.210	G#:maj
177.210	178.000	G:maj
178.000	178.980	D:min
178.980	181.720	N
181.720	185.570	C:maj
185.570	189.380	A:min
189.380	193.050	D:min
193.050	196.530	E:min
196.530	199.920	C:maj
199.920	201.690	E:min
201.690	203.690	A:min
203.690	204.240	E:min
204.240	207.400	D:min
207.400	213.620	C:maj
213.620	215.710	N
